maxdepth,elevation_m,lake_area_m2,B2,B3,B4,B5,B6,B7,B10,B11
21.2,254.8300018,192454.0052,9256,8138,7031,6867,5613,5416,21934,20500
5,366.0830383,219834.3849,9280,8338,7267,7337,6199,6139,20337,19198
6,453.4827881,2508281.068,14805,13578,14190,14697,6561,6379,17928,17141
18.288,374.0752258,405435.4192,16202,14821,15406,16013,7952,7929,18494,17021
18.288,371.2345276,1724066.216,9011.5,7828,7415.5,10300.5,7265.5,6280,12760.5,12815.5
15.24,408.42099,457333.6516,12312.5,11193.5,11446,12647,7388,7595,15145,14633.5
30,426.3919983,1155552.425,12097.5,10891.5,11058,12302.5,6949.5,6665,16227,15407.5
4,236.0408325,112268.762,17176,15641,16586,19851,13150,12110,15871,15685
8.2,825.8980103,30044.84723,12634,12300,13047,16936,7142,6697,15280.5,14889.5
4.8,103.8499985,43225.84477,9853,8463,7606.5,8486.5,5808.5,5541,18620.5,17782.5
46.5,344.2420044,4691199.285,9212.5,8249,7271,14073,9013.5,6953.5,17064,16362
13,365.4119873,127106.7046,14435.5,13430,13539.5,17799,11868.5,9745,18356,17655
7.7,179.0279999,65481.63037,13472.5,11991,11653.5,16900.5,8982.5,8675.5,16954.5,16118
21,795.9550171,135895.7383,20765,19610,19851,23803,10488,10450,17885,17250
13,416.9281006,59388.14431,17857,16456,16417.5,16792,9351,8966.5,16578.5,16093.5
10.97,384.8529968,142101.14,12105,11250,11307,12743.5,6687,6733,17321,16467
4,401.7211304,463965.638,14840,13698,14170,15443,7391,7395,17681,16782
1.5,398.0780029,287394.0814,14840,13950.5,14051.5,15633.5,7355.5,7568,14921,14625
3,416.375,436136.3274,12029,10810.5,10902,12280,7241.5,7411.5,16983.5,16100
1,263.7840271,1063518.821,15445,13881,14233,14572,6501,6130,17329,16507
2,287.2998962,14785570.1,12783.5,11914,11918.5,12086.5,6680.5,6335.5,18663.5,17830.5
3,309.178009,956948.1989,10719,10131,9391,9394,6694.5,6689.5,17924.5,16965
2,274.6390076,309171.409,14868,13752,13927.5,16586,7262,7350,17717.5,16846.5
3.17,427.7833862,10806001.26,14981,13984,13422.5,15516,5916,6029.5,16672,15994.5
3,459.8189697,502295.3233,10887,10368,9242,8853,6208,5991,17247,16710
2,295.1499939,9579021.616,15446,14507,14199,13746,6576,6150,17913,17086
8.8,403.1832581,1188957.507,9611.5,8780.5,8693,9534,6683,6694,16419.5,15430.5
7.9248,399.5369873,559851.6455,11550,10298,9643,10770,7221,6999,15924,14616
18.8976,518.6799927,282290.5857,11387,9889,9909,12763,7742,7766,13003,13016
12.8016,372.7699585,560091.2322,11339.5,10164.5,10413.5,11413,7828,7563.5,14344.5,14269
12.192,397.1889954,204970.5744,12101,11212.5,11215,12533.5,7250,7182,15652.5,15151.5
23.1648,417.8399963,365568.7531,13126,12160,12522,13452,7666,7424,15558,15261
2,648.507019,52228.24835,14361,13205,12516,14543,7338,7032,17231,16520
2.5,160.4700317,26559.8234,11596,10767,10693,15187,7720,6438,18179,17118
2.7,61.33456421,40629.78511,9711,8226,7323,8720,5904,5568,23081,21262
10,213.4840088,154120.1634,13501,12497,12294,15680,5859,5842,17029,16367
18.3,268.3129883,1813836.744,11956.5,11080,10429,17408,10780.5,8927,16958.5,16405.5
3,104.3210678,16595.56733,10354,8986,8895,10936.5,7284.5,6490,19361,18470
17,424.2569885,1081156.741,16100,15076,15281,17475,7831,7776,15097,15052
1,291.151001,254165.3943,11393,11165,10786,12709,6386,6108,18126,17781
23.5,439.5,1705762.274,12713,11993,11909,14135,8609,7022,15625,15194
2,292.1099854,237872.3211,16552,15407,15430,14708,7019,7164,17162,15879
4.6,416.3059998,2109764.467,12613,11838,11340,13189,7010,6869,17952,17116
5,440.1099854,624646.3696,12123,11003,11141,12102,7080,6940,16257,15985
8,275.8540039,235388.8921,10326,8911,8413,9452,6459,6107,19465,18057
7.7,483.970459,2555662.129,14966,14000,13613,16836,7388,7489,17815,16935
13,406.3879089,482315.0664,17078,16120,17102,17293,6666,6380,17911,17088
15.5,409.575592,1188306.712,11597.5,10321.5,10151.5,11765,6974.5,6703,16243.5,15638
3,425.7130127,412322.8305,12997.5,11750.5,11945,13232.5,7890,7565.5,15061.5,14583.5
12.9,241.1030121,763786.1399,10508,9929.5,9664.5,8764.5,7185,6260,19039,18062.5
7,600.3359985,121282.5784,17010.5,16063.5,16773,18528.5,6559.5,6419.5,16906.5,16324
9.1,478.4240112,36626.21758,12867,12160,11394,14764,5875,5833,17670,16750
2,460.9150085,198920.8026,19299,18524.5,18727.5,19276,7646.5,7702.5,18320,17446
13.1,566.9180298,170471.9654,17870,15469,15127,19342.5,9970,9746,17539.5,17037.5
2.5,251.8270111,569767.7559,14975,14149,14368,13344,8885,6946,18027,17181
2.5,421.3359985,528097.7045,13134.5,11655.5,11488,15048,7839.5,6581.5,18861,17726
4.1,412.0410156,582865.1367,12848,11896,11693,13063.5,7233,7134.5,15033.5,14701
27,423.5918579,1054090.318,12817,11788.5,12142,13021.5,7145,7099.5,13203.5,13113.5
33,278.4670105,339010.2904,15273,14450,14352,14433,8477,8595,16090,15419
19,227.5559998,445735.8274,12345.5,11399.5,10854.5,12479.5,7834.5,7542.5,20382.5,19028
7,589.2985229,81593.81243,11114.5,10288,9827,18063,10009.5,7128.5,16676.5,16248.5
9,367.1809692,106935.2106,10820,9853,9937,11150,6774,6661,13842,13369
9,413.4562378,1024623.15,14801,13819,14202,17367,10316.5,7989.5,15916,15137.5
1,365.0481262,861269.6743,17319.5,16790,17568,19201.5,8583.5,7967.5,15554.5,14790
24,395.2269897,570724.1722,16094,15320,15566,16518,7766,7687,11366,11386
3,515.9629517,889765.9638,10159,9281,8448,7384,6133,6009,19492,18488
2,323.8899841,265961.9886,10190.5,9257,8978.5,10682,6490,6273.5,19312,18321
7.4,312.1260071,867797.2734,9576,9236,7695,13475,10292,7243,21402,20141
9.8,296.6600037,1288305.146,15499,14465,15423,18339,8841,8181,17453,16457
2,409.2189941,1089510.53,11986,11317,11397,12925,5888,5972,19129,17072
7.62,404.1921387,265036.1666,10044,8926.5,8716.5,8847,6394.5,5983,16105.5,15166
18.99,366.7380066,352774.1929,10378.5,9300.5,9376,15209.5,9553,7625,16537.5,15592
26.8224,412.098999,889638.9175,10421.5,9623.5,9632.5,10718,7415.5,7408.5,16612.5,15842
10.7,408.0339966,1608787.215,14113,13150,13013,13770,7636,7698,14261,14033
18.288,423.4320068,277563.0388,15363,14760,14093,14040,7525,7776,16161,15845
3.6,503.0679932,1179722.527,11852,10871.5,11070.5,12994.5,9194.5,8977,13416.5,13374
1.524,77.24173737,33389.51407,12298,11517,11906,13921,7289,7409,19275,18402
7,589.0410156,46527.00458,13364.5,12194,12442.5,15010.5,6987.5,6810.5,17258,16473
13.1,180.3029938,174489.1797,16193,15415,16035.5,13542.5,6187.5,6123.5,15978,14756
2.4,345.1419983,57972.35884,16822.5,16201,15987.5,17459.5,10190.5,8801,16753.5,15533
2.9,441.6490479,31058.37146,14141,12974,13413,16498,7834,7698,16783,15865
18,232.7429962,732826.6574,17659.5,17086.5,17452,13380,8474.5,8139.5,18680.5,17879.5
13,264.2680359,244978.7506,12011,11196,11283.5,12195,7353,6761,21801,20061.5
29.3,275.677002,8390510.333,13800.5,12592.5,12360,14784.5,7918,7526.5,17663,16743.5
9,499.9660034,245139.6021,13121,11878,11537,13452,7997,7660,17554,17078
5,503.9179993,69947.49279,20067,18896,19024,24384,10431,10574,17527,16988
1,515.2089844,66544.84901,20623,20175,19626,22351,9582,8609,18075,17346
1.83,367.4649963,125147.0104,12229,11122,11141,14666,8244,7869,15044,14676.5
19.8,394.0709839,1458053.926,14521,13312,12966,15504,7257,7321,17579,16904
12,412.9470215,563194.709,13393.5,12296.5,12378.5,15279,6967,7211,16222.5,15671.5
21,367.1809692,75123.60424,13423,12293,12604,13423,7204,7427.5,15834.5,14935
1.83,367.1809692,663143.875,11397,10419,10097.5,11473.5,6201,6224.5,13502.5,13291.5
7.3,393.3520203,241911.7651,17728,17349,18941,18520,7542,7596,15595,15024
8.8,431.8789978,3302955.887,14985,13745,14300,14955,6712,6147,17829,16918
17.1,407.7389832,1469773.663,13726.5,13058.5,13716.5,14947,7654.5,7548,14765,14422
1,404.0609741,588035.9947,14124,13011.5,12963,12428.5,6872,6664,15895.5,15281
8,288.0470886,119754.6187,10075.5,9033.5,8089.5,11036.5,6836,6497.5,18748,17838
2,311.8360291,1178243.415,11117,10531,9887.5,12974.5,7067,7092.5,18558,17136.5
5.1816,446.4609985,308719.7106,14239,13174,13203,15207,7574.5,7639,13634,13486
19,422.945282,227870.1393,12554,11762.5,12247,13117,7439,7301.5,16907,15927
9.7536,74.51099396,32723.32944,14749,13607,14078,14511,5821,5602,17217,16508
9.1,29.27400017,119005.4216,12511,11605,11116,10998.5,6547,6239,18441.5,17416.5
2.2,383.2399902,65327.48167,10027,9426,8389,14020,8474,6867,21743,19175
9.5,361.6497192,14167.50367,11741,11002,10831,18184,10362,8272,17313,16670
9.7,442.4849854,14521717.5,10949.5,9880,9844,13293.5,8264.5,6990,15340.5,15027.5
4.2672,434.1280212,122745.0564,13466,12580.5,12576.5,15225,7295,7301,15634.5,15144
14.3256,263.2140198,463065.1386,18013,17438.5,18225.5,17252.5,8405,8349,18988.5,17910
7.6,789.3405762,44844.32045,21895,21008,22003,24545,9850,9141,17146,16540
12.192,341.5350037,153067.4724,15207.5,13872.5,14274,14116.5,6738.5,6929,13212.5,12289.5
10.0584,421.3913269,1109391.724,16150,14841,15272,12217,7272,7012,16050,14944
5,436.7539978,1702361.333,11610,10794,10520,11896,7747,7157,17909,16946
4,242.3470612,93153.89613,11687.5,10914,10620.5,18425.5,11925,8803.5,17847.5,17139.5
2,306.026001,1615626.385,10591.5,9953.5,9187.5,9712,7211.5,6547.5,20527,18955
1.22,333.7099915,456568.1975,15044.5,14126,13523,14846.5,7499,7135,17353,16751.5
10,530.1680298,1050375.851,11792.5,10997.5,10950.5,14012.5,9699,8870.5,0,0
19.7,235.6289978,639538.3372,9568,8782,7740,15288,10970,7882,24059,21957
12.8,194.228241,758377.2377,12077.5,10902,10466.5,11562,7175.5,7003.5,19006,17554.5
5.2,298.1520081,289810.5117,14333.5,13219.5,12972,13952,6896.5,6702.5,16677,15923
8,338.7850037,274642.1436,11249.5,9915,9454,9803,6247.5,6089.5,12593,12523
35,405.0159912,101855.2665,10493.5,9357.5,9018,10182.5,6661,6499.5,16875.5,16055
3,269.7530212,99819.43719,11178,10506,10275,11451.5,6641,6620.5,18791.5,18077.5
4,434.9549866,1659837.357,15208,14356.5,14548,14791,7007.5,7094,17166.5,16374
10.7,376.6399841,1505238.898,16041,14843.5,15560,17243.5,7634.5,7345.5,14713.5,14230
6.7056,402.5589905,719462.7848,17143,16061.5,16817.5,14901.5,7011.5,7251,15136,14409.5
12.8,343.0709839,150591.1713,11642,10799.5,10028,11979.5,6874.5,6823,18056.5,17015
6.1,509.5629883,781522.1384,10905,10173,8969,8164,6338,6278,19277,18221
4,267.361084,71441.8401,13508.5,12258.5,11864,14304.5,7793,7722.5,17769.5,17032.5
4,311.8360291,1586024.798,10582,10417,9562,10319,6534,6403,18999,17738
10.8,241.368988,330387.524,11067.5,10486.5,10384,14916.5,11339,9238.5,19780,18657
9.1,370.3454895,1254259.536,12668,11429,10165,7883,6427,6436,18092,17245
7,402.2969971,1381773.447,10924.5,9887,9565.5,10426,7314.5,7509,16106.5,15928
13.716,404.4940186,685913.5046,10220.5,9543,9492,10347,6780,6578,16143,15424
2,437.6579895,7373404.079,13159,12329,12580,13660.5,7442,7222,14138,13578.5
9.1,419.6719971,310910.2754,12633.5,11524,11254,12713.5,7676,7826.5,14611.5,13632
1.5,408.9790039,110577.0121,12391,11200.5,11137,12842,7101,7033.5,16436.5,15696
8,212.4799957,111306.1339,10209.5,9488.5,8842,13015,11622.5,9485.5,21293.5,20130
8.3,200.9459991,70839.22163,9319.5,8037.5,7277.5,7699.5,6607,6177,22366,20599.5
12,673.0198364,122631.5293,16296.5,14802.5,15200.5,19137.5,7619.5,7608,17154.5,16476.5
10.9728,67.79000092,69965.91533,13011,12082,12286,13278,8485,8035,18983,18184
2.7,34.76599884,184645.2276,8879,7758,7208.5,6733,5573.5,5369,18087.5,17143.5
7,872.9320068,56867.63892,14721,13208,13169,15088,11004,10423,17322,16728
2.1336,3.378999949,199240.2885,11372,10290.5,10096,14366,9890,8672.5,18818,17301.5
9,331.70401,173432.63,12857.5,11654,11807,12042.5,7124,7275.5,15717,14949.5
15.2,469.9570007,1950492.081,12817,11762,11141,16019,9553,7689,16820,16361
39.6,199.154007,1286277.562,14092,12799,11676,14959,7817,7687,16644,16158
3,532.0704346,56442.54385,14871,14099,14005,17138,8625,8499,18563,17375
17.3736,403.178009,461421.0435,15616.5,14686.5,15517,16516.5,7598,7770,14191.5,14040.5
6.096,420.6020203,383002.6562,12770.5,11950.5,11748,13459.5,7386.5,7298,16356,15475.5
4,397.2205505,2539912.339,15028,13872,14729,16803,7971,8118,17598,16038
12.2,380.9239807,442607.5212,12121,11025,10271,12732,8355,7757,13373,13341
6.7,272.8779907,684730.7932,14396,13692,14147,12614,6789,6715,17103,16328
4,375.4109802,1104546.876,10563,9905,9883,11047,6913,6587,16792,16031
26.8224,385.6806946,1509453.34,15805,14402,14695,14923,6345,6306.5,16814.5,16102
2,267.045105,36592.84283,10980,9880.5,9039.5,11825.5,7508.5,7057,19527,17930.5
3,432.1799927,485288.067,16368,15503,16544,17213,6343,6408,20726,19385
8,403.8359985,1294588.85,10097,8966.5,7970,8139,5964.5,5752,13221.5,13188.5
21.336,437.0491333,591827.7136,9953,8789,8656,11343,7751,7210,14582,14078
13.4112,417.875,296160.6214,12756.5,11558,11666,13148,7519.5,7795,15443,14877.5
11.8872,89.07410431,12345.56712,9449,8688,8016,15185,8491,7012,18736,17986
4.6,85.70599365,104833.0825,14779,14390,13890.5,16448,8124,7952.5,17672,16913.5
6,27.40901947,173189.2639,8726,7744,6947,6607,5445,5332,21124,19614
15,570.7670288,436004.5664,13814,13306,12908,16630,7993,7989,18695,17861
8.8,234.6000061,1206588.982,13128,11878,12069,17495,11883,8585,17573,16950
11,314.1300049,1184740.638,17803,16684,17024,16308,7484,7466,17633,16846
7.5,291.5865173,52219.40513,12575,11136.5,10156.5,9383.5,7524,7000.5,19600.5,18555.5
1.8,461.7262878,15977.49314,14134,13191,13901,16521,7789,7434,14039,13891
10.7,418.3479919,1040608.154,14551,13674,14272,15211.5,8130.5,7588,13555.5,13524
24.6888,389.5090027,123339.8666,15815,15625,16985,18814,9012,8508,15959,15441
13.716,526.0239868,34791.38912,15950,15425,16371,18117,7978,7693,14005,13944
4,649.9829712,113129.0766,19196,18086.5,18627.5,21946.5,9580,8873.5,17901,16786
5,736.9633179,38116.19907,19760,17895,17639,21593,9553,8670,18372,17263
18,508.6242981,452293.3335,16755,15951,16528,18838,8953,8557,17878,16689
8.5,435.5339661,1309254.742,15053,14167,14335,16759,7885,7476,16096,15887
9,361.9549866,142969.93,11245,10197,9925.5,11275,6628.5,6473,12674,12587.5
7.6,409.4755554,2965511.129,12958,11924,12494,18783,10587,8343,17594,16788
11.8872,405.3569946,679486.6103,11594,10454,10478,11307,7133,6785,16112,15930
1.355,275.9109802,880162.6424,13873,12689,11843,13922,6261,5988,17671,16921
3.048,263.8110046,524022.1627,13222,11756,11319,11936,6370,6344,16715,15553
5,398.6274109,721229.8225,17540,16699,16211,19894,8963,8444,17177,16116
6.4,425.46698,758160.4795,10808,9910,9906,10365,7156,7166,17938,17033
12,418.3990173,480316.162,11085,9831,9023,11705,7257,7096,17674,16971
1.767,276.1490173,51406.33349,11727,10512,10052,10857,7075,7122,14817,14486
1.219,278.9490051,35964.79899,11401,10299,9642,10066.5,6298.5,5955,16822,15136.5
2,283.0109863,110133.9568,14446,13649,13004,12985,7384,6922,14408,13976
74,361.9879761,1269485.752,16035,15022,15857,16515,7262,7328,14397,14188
5.2,276.8939819,201649.6306,13212,12377,12714,13599,6917,6976,17308,16265
1.9812,279.2420044,616138.1141,12514,11383,11123,11367,6674,6182,18967,18113
2.4384,347.9798889,461720.2464,17252,16564,16656,18651,8928,8723,13373,13016
16,180.7111511,425108.0186,12746,11963,11679.5,19201.5,12748.5,9619,18661.5,17982
7,315.1799927,2344437.857,12370.5,11581.5,12080,16751,11268,8508.5,18417,17580
7,438.9800415,907790.7681,12904,10739,10199,13006,6979,6488,17982,16995
9.144,417.598999,356761.9155,11562,10756,11150.5,12241.5,7547.5,7172.5,14838.5,14465
14.6304,422.3789978,203622.7926,11224,10209.5,10389.5,14887,9987,7994.5,17061.5,16274.5
2,290.5920105,142783.0166,13216,12147,11868,14201,7141,6516,18533,17708
7.3,386.3562927,619035.1843,9785,8508,7870,8599,6687,6122,19768,18851
16.5,505.9570007,499129.958,17926,17521,17708,19475,8229,8450,16545,16053
1.59,273.4280396,64100.94088,14403,12995,13377,15907,7975,7764,14649,14285
24.4,420.8470154,1128609.013,16381,15298,16191,17483,7338,7565,16821,16095
1,282.6490173,54070.76079,12651,11657,11344.5,13657.5,7740.5,7515,17113.5,16333.5
2,342.7709961,408356.9114,9887,9010.5,8396.5,9108,6274,6305.5,18453,17443
15.5,384.8330078,839131.7067,14071,13337,13050,14786,7482,7519,15041,14737
3.048,397.9580078,4593469.455,11904.5,10942,10450,11631,6814,6750.5,17136,16336.5
3,374.8009949,566182.8772,11957,11188.5,11025.5,12029,7324.5,6804,16613.5,15894.5
5,408.9441528,483820.7587,12178,11555.5,11340.5,12489.5,6923.5,6894.5,16879,16165.5
1,327.6099854,1568498.538,18223,18157,17543,18764.5,6488,6417.5,17977,17266
6,271.6350098,379695.1645,11741.5,10441.5,10071,11413.5,6807.5,7014.5,18088,16945
5.5,292.9339905,188948.9197,13110,12485,12953,11894,6643,6421,17942,17268
3.5,336.6099854,2122261.515,11526,10325.5,9875.5,10404,6334.5,6324.5,19664.5,18503
12,409.6825867,556370.5891,16132,15174,16211,18481,7460,7297,18473,17696
2,354.8433533,271988.8541,12206,11077,11456,14440,9972,7848,17505,16142
9,405.2713013,549036.4308,12320.5,11589,11687.5,14110.5,8045,8222.5,14648,14149.5
1.5,419.0749817,284559.0462,12016.5,11038,11328,12745,7744.5,7569,16623,15955
15.8496,413.0320129,1621546.543,15962,14598,14016,17369,8719,8608,15121,13942
11,415.6749878,71029.94143,11043.5,10249.5,10425,11274.5,7357.5,7058.5,17562.5,16662
8,320.70401,67975.72261,10375.5,9387,8462.5,11784.5,7872,6658.5,22065,20589
6,76.61299133,15460.04458,10328,9008,8157,10118,6268,5801,19449,18352
0.9,63.41799927,110160.54,14751,13636.5,13971.5,15425,9878.5,9272.5,17223,16136
4,3.322000027,286952.7832,9380.5,8156,7502,8732.5,6681.5,5922.5,19873,18472.5
3.2,404.059021,1321410.75,9616.5,8836,8694,18744,12137,8210,16263,15662
10.5,351.1636658,816553.3395,12267.5,11195,10643,13900.5,9581.5,7909,19826.5,18277.5
14.3256,566.4649658,648399.8003,10864,9624,9239,13422,7360,6758,13734,13238
4,494.9328003,21756.30706,16335,14579,14773,14395,7721,7387,17415,16950
20,520.2689819,8313672.678,12483.5,11697,11447.5,17590.5,11731,8997,18490,17463.5
32,445.4329529,495312.0647,15851,13612,13620,11994,7112,7369,18282,17360
24,365.0419922,5210780.445,13116.5,12217.5,12192,13549.5,7269,7148,15442.5,14755.5
2.5,284.1650085,1708506.828,13896,12691.5,12877,14488,7075,6897.5,17611.5,16844
9,400.125,544294.829,12540,11578,11717,13230.5,7263.5,7348.5,17523,16691
1.5,424.5600281,595019.103,16421,15352,15393,13543,8024,7491,15696,15109
4.267,288.0490112,83481.56059,13493.5,12772,12530,13975.5,7393.5,7425.5,16907.5,16070.5
6,440.5299988,832272.5566,13889,12988.5,12587.5,15022,7861,7757,17598.5,16439.5
6,421.4390259,681140.0756,13124,12133,11517,10643,7314,6938,17591,16779
3.5,266.7420044,282414.2908,13676,12947,12620,11286,6731,6701,18018,17708
12.8,271.9580078,2239563.187,17130,16181,16944,17759,6536,6740,15165,15015
4,286.8339844,60182.50879,11223,10434,9847,15532,9616,7570,17901,17201
2,498.4649353,1023669.06,10716,10397,9558,8310,6408,6080,18315,17524
4,406.8900146,30579.19256,11440,10322,10353,11282,7176,6842,19530,18143
5,387.8159485,630693.0138,14152,13570,13169.5,16478.5,6409,6471,16609.5,15988
11.5824,412.9111938,485403.2642,14265,13314,14032,15357,7827,7362,14215,14012
23.7,315.116333,4040196.344,9587.5,9064.5,8280.5,16237.5,11048.5,8161,21586,20105.5
11,156.7169952,1515275.42,10481.5,9266.5,8211,10910.5,6355.5,6090.5,19368,18438.5
3.048,487.5400085,1340027.441,12123.5,11068.5,11160.5,12147.5,7755.5,7507.5,14139.5,14029.5
6,501.9490051,434443.2881,18645,17650,18256,19453,9609,8837,16947,16443
18.3,382.105011,2873930.013,16778,15338,15960,16436,7287,7498,13827,13577
3,381.7979736,682751.2478,16475,15462,15394,17278,7243,7461,14101,14001
3.4,272.848999,276204.3625,14847,13733,13815,11828,6993,7073,18152,17344
11.2776,282.0490112,61643.40396,12358,11083,11054,11902,6930,7065,15059,14138
1,297.2550049,214774.2164,12689,11874,10819,11936,6731,6941,18170,16626
18,349.9946289,94174.30938,11829.5,10763.5,10664.5,11878,6981,7043.5,16642.5,16276.5
12.2,419.3760071,1834206.036,11535.5,10243.5,10038.5,12381,7352,7101.5,17775.5,16485.5
13,288.0509949,660505.0642,11083,10870,10810,12236,6637,6830,17868,17106
3.11,294.5190125,1261365.622,10544,9775.5,8882.5,9256.5,6628.5,6487,18093,17074
6.4,416.0140076,594025.299,11309,10187,9089,10676,7608,7112,18973,17884
2,319.4490051,1326314.396,9185,8387,7952,8498,6621,6405,19689,18616.5
