maxdepth,elevation_m,lake_area_m2,B2,B3,B4,B5,B6,B7,B10,B11
11.5824,202.6529999,75145.82599,10833.5,9765.5,8964,10495,6339,6142,20465,19142
6.096,309.052002,567650.8825,9951,9313,9061,14077,8588,6993,18504,17875
7.62,356.9499817,1728340.703,16212,14956,15626,16297,7192,7218,17974,17047
10.3632,447.4129944,321420.156,12657,11756,11933,11445,7622,7187,14337,14090
11.2776,475.8059692,171259.5257,14881.5,13545.5,14006.5,14295.5,7006.5,7034,18029.5,17176
4.2672,317,477892.4596,12758.5,11321,10471,12815.5,6894.5,7171,17676,16910
6.4008,596.7669678,282851.482,19872,18462,18525,22463,12033,11198.5,13186.5,13243
2.4384,234.3600006,8824353.113,11512,10503,9816,13521,9323,8395,18925,17876
7.3152,299.0339966,990149.565,15723,14132,14411,16034,7507,7327,17369,16754
8.5344,288.026001,689154.1727,14389,13242,13733,15107,7367,7274,17019,16217
3.3528,398.3639832,596572.411,14739,13564,14257,15446,6656,6778,17677,17122
2.7432,288.9359741,892657.8249,10508,9447,8905,14721,9698,7855,18862,17906
15.5448,332.8339844,122509.5338,10646,10078,9100,10629,6557,6191,18365,17496
14.0208,262.6749878,217913.9274,9335,8269,7569,8283,6908,6736,18350,17344
13.1064,360.0409851,332631.1668,14529,13637,13893,15029,7420,7582,17826,17110
24.384,462.5870056,157402.4352,13825,12959.5,13436,15392,7961.5,7876.5,16132.5,15642.5
8.5344,456.315033,535726.3199,11932.5,10733,10399,12492,7002.5,7020,17402,16962.5
16.4592,376.4819946,460332.5858,9872,8497,7745,14076,7773,6584,17595,16923
12.192,262.6779785,381508.1721,12916,11946,11426,15888,8256,7626,16436,15746
4.2672,444.0849915,415093.4266,15503,14162,14452.5,16272,7839,7718.5,16972,16388
17.9832,297.4389954,1172207.944,18183,17933,18861,22155,11577,10575,16270,15725
5.4864,407.7670288,2437785.367,13014.5,12084.5,11912,12569.5,6750,6951.5,18039.5,17232
9.3,497.4349976,839201.6891,16314,15299,15523,16454,7467,7507,17336,16490
11.5824,262.0049744,114427.7315,15472.5,14531.5,14462,15542,7778.5,7565.5,17666,17035.5
3.048,456.0230103,1113871.652,17410,16545,16946,19206,8499,8386,15111,14746
3.6576,295.42099,459048.369,15169,14189,14083,18465,8368,7898,18212,17289
12.4968,341.3659973,3175694.548,15579.5,14230,14202.5,15702.5,7471.5,7314.5,19098,17916
9.7536,289.9339905,265128.2845,10796,10160,9295,12884,6808,6884,17938,17178
10.668,328.3559875,1761983.053,17427.5,16745.5,16498.5,22209,11062,10480,15547,15172
16.764,407.0950012,532732.8036,19806.5,18520,18314.5,21748.5,11499.5,10772.5,15835,15393.5
8.8392,381.9389954,174121.0142,11793,10550,10228,11622,6821,6947.5,18019.5,16995
3.048,378.6530151,545722.8647,14319,13187,13694,14477,7366,7254,18215,17194
10.668,271.82901,219412.3687,11193,10035,9355,10812,7131,6962,19389,17374
6.71,250.2317963,153218.4475,11503,10481,10362,10510,7177,6870,18837,17977
10.668,415.0890198,293646.1454,14154.5,13423.5,14148.5,15037,7350,7281.5,17436.5,16733.5
3.6576,372.7949829,247039.726,16685.5,15879,16874,17802,7765.5,7885,17523,16688
4.572,497.7529907,531865.7088,17315,16709,17920,19707,8040,7978,17219,16603
22.86,271.2529907,126870.2686,13233,11947,12252,13936,8503,8153,18095,16940
20.7264,147.4090118,3592209.498,15149,14444,14971,15544,9545,8678,17665,16639
3.048,381.6459961,170541.06,13244.5,12186.5,12581,14746,7407,7367.5,17500,16699.5
18.8976,243.8239899,807961.5864,11289,10588,10794,17437,10541,8637,17325,16548
1.83,384.7839661,531704.0022,11208,10558,10284,10079,6728,6435,18916,17613
7.9248,250.4799957,137228.4111,14298,13254.5,13527.5,13035.5,6798.5,6908,16997,15865.5
10.0584,590.8740234,215613.8784,16755,15614,15989,16167,7227,7182,17808,16598
3.6576,258.4429932,468547.9855,12354,11521,11002,16193,9356,8059,18876,17412
2.7432,256.2707825,3867845.639,14416,13320,13174,13702,7257,7041,17308,16678
6.71,373.5214233,64723.65663,10103.5,9482.5,8909.5,9166,7762,7192.5,18598,17704.5
6.4008,262.7200012,857000.615,9321.5,8615.5,7574,7766,6395.5,5982.5,21710.5,19753
21.336,500.190979,3634453.287,13865,12650,12496,14525,7826,7656,17622,16465
3.6576,244.4339905,730740.9654,13804,12997,12333,13110,8472,7721,18832,17098
9.4488,495.3518372,151956.5138,13297.5,11934,12182.5,13342,7460,7290.5,18541,17657
18.5928,318.5130005,6208415.957,15660,14621.5,15345.5,16517.5,7186,7107,17676.5,17013.5
9.75,285.773407,243474.507,10540.5,10014.5,9896,8753,6547,6190.5,21260,19664
6.7056,240.1409912,152359.2802,11165,10097,9392,12071,7885,7662,16847,16697
9.144,482.8169861,2123144.114,15428,14239,15035,16417,7461,7303,13635,13518
12.192,422.7990112,937710.2378,13777.5,13197,13938.5,15385.5,7287,7196,17336,16483.5
3.05,417.3469238,150526.6604,9436,8532,8644,14861,10906,10228,20612,18124
12.192,264.1930237,396869.1189,10375,9473,8859,10261,6940,6649,17839,17068
28.0416,400.1670227,60174316.68,14590.5,13269.5,13772.5,13217,6918.5,6676.5,17736,16886
6.7056,451.1197815,428512.6377,18577,17770,17471,20199,8038,7521,15799,15401
1.2192,262.6889343,599067.1128,10686.5,9587.5,9396.5,10413,6572,6660,18960,18194
30.48,328.2809753,1100374.035,14525.5,14194.5,13993,16152,7782.5,7503.5,17607.5,16788
5.1816,360.2779846,774526.2081,11086.5,10325.5,10033,15328,8752.5,7427,17435.5,16688.5
5.4864,258.7550049,174987.6653,13680,12456,12965,12146,7190,7313,17601,16598
1.8288,290.2340088,958414.9198,11478.5,11113,10691,13741.5,7823,7695.5,17753.5,17036
7.0104,293.8249817,1614238.001,15191,13910,14480,16534,7394,7538,17652,16672
1.8288,238.0010376,218541.8691,11989,10735,10420,14817,8879,7599,18525,17624
9.7536,409.5690002,865981.549,11779,10514.5,10219.5,11132.5,6849,7012,18602,17268.5
10.3632,492.6020203,7932637.628,11969,10731,10936,16722,9837,7972,17100,16515
20.7264,329.8019714,387021.4102,15622,14729,15405.5,18425.5,7202,7366.5,17792.5,16983
9.7536,485.2639771,3514010.596,16289,15707,16789,16379,7278,7491,17326,16441
9.144,347.7879944,265422.3863,15513.5,14851.5,15843,17257,7360.5,7377.5,17860.5,16983.5
11.2776,382.571991,311400.4569,12254,10616,10126,14193,8063,6690,14013,13858
7.62,431.6029968,349843.262,14044.5,13289.5,13264.5,14799.5,6812.5,6893,17557.5,16841.5
15.85,180.4400024,778854.4397,16893.5,15745,15946.5,16662.5,8243.5,8049,17607.5,17064
4.8768,285.2730103,485231.1218,11442.5,10712,10355.5,17803,11444,9977,19757,18540
7.9248,286.5249939,896531.3658,14634,13465,14142,16352,7444,7671,17626,16941
6.096,253.5650024,504781.4073,11588,10096,9478,11975,8202,7463,17738,17042
3.048,236.1970062,139564.4076,11753,10570,10543,12906,6567,6329,20017,18599
4.8768,451.4159851,3441672.689,13895.5,12579,12843,12698,7039,6722,17892,17160
12.8016,353.5660095,530923.6431,10977,9967,9511,15091.5,8063,7355.5,18018.5,17034
8.2296,492.5899963,563527.0201,11065,10602,10844.5,15395.5,8157,8039,15573,15269
3.6576,479.5220032,467513.5177,12897.5,11598.5,11457,12649,6567.5,6387.5,18466,17595.5
23.7744,472.9590149,1639212.517,17158,16499,16644.5,21176,12025.5,10057,15790,15362
5.7912,258.1370239,235668.8305,9522.5,8651.5,7854,15582,10236,7653.5,19224.5,18277
13.4112,253.0928345,1698757.984,10228,9266,8336,8798,6698,6437,17770,17065
13.716,259.3260193,4671099.559,14398,13357,12660,16416,7180,7158,15589,15235
13.1064,126.9939957,2225241.718,24325,23167.5,23729.5,25999.5,10470.5,9904.5,14849,14460.5
7.32,371.6011658,50237.83301,11135,10451.5,10825.5,12872.5,11029,10438,18955,17741
3.048,299.3257446,679970.5112,10607,9663,9696,14969,9434,7377,15410,14986
2.1336,462.4190063,679797.8964,12393,11855,11935,10549,6781,6513,12708,12748
30.7848,327.3759766,4408150.517,15494,14418.5,15059,15760,7045.5,7182.5,17221,16187.5
9.4488,284.1148376,3060169.251,9867,8940,8925,13007,7771,7023,16518,16032
7.0104,290.2170105,618445.9823,14036,12796,13277,14964,7359,7519,17192,16349
11.8872,311.2089844,270095.5156,14727.5,13914.5,14603,18613.5,7037,7192.5,17693.5,16978
8.5344,295.019989,956580.6448,12051,10756,10863,15402,9757,7483,16183,15911
8.2296,373.4459839,744879.4682,13117,11776,10946,13918,7029,7120,18155,17063
5.4864,230.4629974,1443569.062,14952.5,13767,13740.5,18056.5,7011.5,7123.5,17320.5,16186.5
13.716,190.6849976,99395.46306,13562,10700,10428,11225,8274,7392,18542,17975
6.4008,668.151001,432269.8925,19562,18147.5,18049,22179.5,13176.5,11693,14402.5,14200
8.8392,293.1870117,364202.4735,13270,12505,12616,15818,7736,7184,17831,16210
9.144,350.9129944,227151.1083,15975,14365,14610,15334,8473,8075,18050,17042
15.5448,339.1947327,357443.3862,16366.5,15793.5,16964,18115.5,7463.5,7517,17867.5,17090
7.62,429.5,826997.995,15195.5,14245.5,14463,14761.5,7130.5,7084.5,18880.5,17823
15.8496,401.6830139,95512.73207,17003,15578,15584,17360,10800,10686,16259,15768
26.2128,482.822998,14105461.34,14949,14009,14874.5,15838.5,7023,6714.5,18144.5,17321
9.144,244.6759949,547745.4318,14235.5,13189.5,13577,13326.5,6490.5,6402.5,17201,16120
8.53,191.1100006,92951.8157,14793,13590.5,13702,15011,7619.5,7471,17987.5,17259
4.572,284.3719788,791448.2544,13492,12621,12767,15530,7936,7521,17110,16421
17.3736,487.928009,70485.50501,16021,14097,14791,16577,8805,7750,16727,16197
16.4592,439.5159912,1698613.024,10956.5,9639,9820.5,14671.5,10083,9313,19103.5,17961.5
11.5824,399.9159851,931881.8161,15542.5,14845,15648.5,17964.5,10904.5,10469,16929,16638
8.2296,467.3919983,745540.2574,16761,16031,15904,17292,8381,8407,17202,16942
3.9624,362.9750061,167630.7606,13477,12590,13102,13935,7382,7697,16273,15552
4.572,500.4960022,823503.5467,14592.5,13512,13888,15180.5,7662,7552,12849.5,12792
22.86,406.5368042,1245506.042,10331.5,9330.5,8047,13692,8747,7398.5,17255,16665.5
3.6576,341.7360229,768474.9391,16060,14891,15444,16334,7013,7148,17519,16555
18.288,482.8169861,5424862.165,16146,15153,14812,16860,7560,7408,13129,13078
9.4488,238.3170013,117224.1426,10946,9920,9106,12128,7031,7230,19271,17471
7.62,484.9179993,830688.424,15273,14072,14803,16296,7336,7435,17746,16953.5
5.4864,323.7450256,2446247.81,11657,10258,9804,16974,10878,8722,18034,17086
2.74,372.1300964,3719665.993,10939,9976.5,9508.5,8926.5,6930.5,6538,20802.5,19513
12.192,271.2530518,61662.43753,13160,12615,13101,14513,8240,7618,17748,16802
12.4968,212.4219971,107837.9853,9414,8016.5,7079,7118,6047.5,5794,20484,19160
10.668,243.8139954,879194.8343,12246,11413,10815,16332,7477,7305,15984,15561
3.048,234.6829987,1025713.671,14193,13506,14019,15757,8846,8154,17205,15247
3.66,392.7524719,82871.99304,11436,10552,10668,12504,7882,7285,19348,18510
2.4384,455.7109985,955296.0734,12996.5,11780,11968,12083.5,6940.5,6818,17570,16745
13.4112,160.463623,101690.6978,11316,9633,8947.5,11149.5,7528.5,6944,18118,16774.5
22.2504,374.9089966,1473765.424,13150,12171,11979,13217.5,7283.5,7320.5,18295,17365.5
1.8288,265.7260132,712432.0338,10985,10497,9700,11042,6855,6895,17403,16752
1.8288,278.8380127,259842.3039,12450,11738,10996,17723,8503,8560,16984,16827
5.1816,298.3129883,835510.7083,14905,14011,14624,15794,7629,7661,17254,16378
2.1336,299.6180115,476135.939,15854,14779,15213,17170,7040,7296,17081,16187
48.768,454.473999,7889166.654,14126,13243,13079,17975,10585,8772,10375,10484
6.4008,491.0429993,1362222.325,13040,11319,11442,14130,8176,7587,17492,16960
1.8288,177.04953,57220.33249,12231,11027.5,10878.5,11021,7087.5,6859,20148.5,19070.5
20.4216,390.8609924,235694.6647,14794,13760,14646,17317,7664,7760,17761,17029
2.7432,233.1860046,547140.4764,14829.5,14244.5,14488.5,19844.5,11450,9432,18478,17389.5
7.62,243.8499908,2914650.718,15262,14080.5,14756.5,16439,6643.5,6634.5,17428,16626
4.8768,262.7070007,132747.6296,14198.5,13172.5,13618,13486.5,6757.5,6588,18529,17598.5
10.668,363.6000061,1139223.604,19962,19104.5,19115.5,20235,10207.5,9160,17215.5,16488
11.5824,193.2747803,88157.91554,16054,15145,15270,17724.5,9063.5,8780.5,14868,14507
7.62,486.0639648,2216923.342,17380,16576,17562,18475,7860,7756,17058,16364
5.1816,372.2485657,1374330.986,12568,11414,11116.5,13629,7303,7573.5,17698,16766
19.2024,295.7270203,933103.2601,15015,13895,14362,16770,7596,7621,15044,14823
0.9144,272.7389832,349123.0478,12107,11458,11305,12741,6816,6340,17965,17085
3.3528,247.4309998,424000.8964,12464,11420,11465,10380,6952,6595,17407,16578
5.4864,464.8579712,1896031.115,11444.5,10128.5,9891.5,11732.5,6618.5,6711,15457.5,15066.5
12.192,302.04599,289571.3151,16049,15314,15492,17063,7420,7327,18145,16849
16.764,341.3659973,770133.4166,15503.5,14706,15014,17381,7758,7955.5,19249,18101
1.8288,302.3979797,504041.0476,15359,14291,15170,16217,7572,7805,16945,16333
5.4864,391.9559937,282180.5431,15537.5,13836,13506,16458.5,9325.5,8897,3700.5,4121.5
3.048,363.043396,521290.9939,16073,14914,15575,16106,7428,7673,17360,16414
27.7368,380.4419861,1338656.125,10414,9369,8701,11030,6868,7085,12176,12249
11.5824,505.3959961,1186948.164,14282,12836.5,12998,14809.5,7539.5,7498.5,12588,12691
9.7536,488.6229858,2188243.856,14829,15433,14674,16841,7303,7282,17713,16993
18.288,520.894165,1893917.628,14810,13834,13889,15798,7757,7817,17314,16839
25.3,257.9869995,39611516.39,13579,11911,11437,14071,7995,7271,18935,16764
8.5344,227.4133911,554957.5359,11679,10461.5,10279,16829,11246.5,8025,19182.5,17789.5
10.3632,375.1959839,824900.8073,14268,12922,13389,15223,7523,7257,17956,17233
4.88,273.453186,73046.08011,9732,8963,8015,7462,6500,5939,19423,18347
4.572,47.90671158,19151.48911,11615,10341,10224,10748,7161,6791,20016,18710
16.4592,268.230011,83221.96172,9097,8360,7428,14700,9792.5,7004.5,21042,19535
5.4864,267.2890015,306147.6514,11927,10748,10926,12369,7577,7312,17734,16856
1.524,150.7690125,691084.6724,14725,13923,13478,17248,9154,8365,16803,16145
11.8872,495.3129883,1408292.192,17158,16117,16726,17477,7842,7781,16672,16252
7.9248,363.3509827,928241.1596,14511,13724,14296,14464,6953,6838,18043,17357
8.2296,434,360370.543,12439.5,11238,10606,12319,7150.5,7175.5,18971,17610
17.3736,341.928009,593034.4637,19488,18180,18114,23193,10597,9760,17308,16492
6.71,259.6900024,366363.2217,9984,9226,8204,9116,6110,5683,20032,18792
16.1544,360.9100037,9219454.312,10313.5,9218,8672,14068,8649,7426.5,19117.5,18046
5.4864,244.4859924,299832.824,11477,10799,10964,11853,6325,6072,17933,17158
3.9624,482.2180176,444181.778,15310.5,14016.5,14655,15957.5,6750,6636.5,18268,17386
18.5928,492.2650146,5737450.165,16799.5,15323,14841.5,16352.5,6758.5,6743.5,18175.5,17322
8.5344,227.076004,90412.64512,9815,8395.5,7493,8226,6466,6043,19581,18129
8.8392,239.5410004,180078.0731,12171,11091,11145,10617,7392,7191,17193,16304
9.4488,558.9039917,640433.0162,18791.5,17767.5,18230,21456.5,9699,9433.5,15201,14842.5
5.4864,350.8209839,399715.1447,15582,14333,15069,17929,6870,7130,17535,16849
12.192,513.5849609,2374500.443,15318,14209,14420,15735,8109,7909,17280,16819
10.3632,247.6965637,348559.8403,11118,10222.5,9762.5,10698.5,6741,6619,18478.5,17401
3.66,339.7953796,57967.90716,10073,9253,8480,11963,6865,6143,19923,18663
13.716,396.8129883,1024488.903,15794,14811,15457,16707,8528,8369,17860,17038
9.4488,502.9039917,364296.6467,16796.5,15986,16075.5,19941,9741,9530,14793.5,14408
14.6304,434.3370056,202310.1865,13426,12167,12399,14775,7410,7564.5,17169.5,16522.5
5.4864,327.9859924,873700.1317,16114,15158,15981,17152,7006,7041,16673,16103
19.812,241.0299988,1907737.201,12584,11348.5,11143,10978.5,7370.5,7171.5,17477.5,16564
12.192,519.1039429,4054186.602,15881,14862,15073,14181,7823,7711,17129,16787
6.4008,253.5140076,1835892.006,11698.5,10930.5,10537,11156,6856.5,6511,19203.5,18212.5
4.8768,441.9559937,450780.8485,16044,14257,14022,15033,9484,8516,12222,11921
10.0584,132.3999786,5727381.832,13943,12727,12874,14449,7423,7076,16793,16193
6.4008,390.8609924,334873.4248,13983.5,13209,13799,16506,7191.5,7287.5,17176.5,16138
9.7536,442.0169983,444076.3602,10234.5,9475,9108,14412,9118.5,7470,17457.5,16703.5
8.2296,499.9129944,507611.8673,10784.5,9834,10159,18772.5,10726,8216,18985.5,17833.5
4.572,324.0138855,965610.0812,11722,10237,10298,15622,10107,7880,19291,18378
9.144,381.6530151,236975.5115,11804,10530,9885,12657,7095,7031,18163,17103
8.23,345.6281738,130707.6442,13157,11928,10816,13878,6846,6551,19280,18405
3.3528,439.5159912,1409492.148,12079.5,11144,10951,19860,10506,8380.5,18941,17834
14.0208,348.9878235,25997563.32,16943,15671,16670,17988,7401,7339,17979,17008
10.9728,314.6230164,680040.3181,14007,12413,12089,14512,7457,7529,17308,16392
20.7264,145.5650024,828828.8175,13188,12245,12422,11321,7517,7730,17935,17120
3.6576,302.4169922,222689.7449,14131,13040,13531,14911,7027,7284,16996,16205
4.27,426.4740601,12575855.12,10508,9542,9046,8842,6187,6005,19953,18664
8.2296,286.5329895,2395844.669,15781,14707,15485,15316,7714,7890,14712,14307
7.0104,466.6010132,856753.092,15550.5,14687.5,15252,16403.5,7346.5,7433.5,17251,16389.5
9.144,346.8519897,173859.9142,17014,16558,17813,18527,7779,7595,18282,17448
11.2776,418.7780151,489528.2232,12875,11768,11875.5,12553,7233,7263,18199,17547.5
71.9328,242.5904999,30962376.03,11632.5,10562,9664.5,11617.5,7230.5,7368.5,18071.5,16700
6.7056,401.0870056,1040128.445,13975,13452.5,12866,14684,7176.5,7286,17852.5,17273.5
9.144,302.3129883,1333549.48,15228,14091,14165,15994,7507,7725,17206,16313
5.7912,272.1369934,10805082.96,12851,11807,12158,12547,6880,6828,14271,13894
12.192,502.0049744,708318.22,15785,14102,14359,15848,7846,7965,17295,16858
16.1544,271.8625183,239626.5591,16519,15585,16381.5,17577,7338.5,7345.5,18047.5,17191.5
10.0584,353.6069946,321743.4493,11467,10707,10736,12662.5,6845,7096,18165,17307
9.144,512.9949951,3164070.776,16743,16113,16893,17171,7913,7922,17198,16179
2.4384,259.0740051,863442.3636,12390,11708,10933,17720,10495,8743,15953,15805
43.2816,426.4389954,3196445.187,13548,12074,12300,13059,8371,7493,17924,16654
7.62,441.6490173,1636295.804,15581,15010,14818,14856.5,6985.5,6906.5,17950,17148.5
9.144,283.742981,165818.4422,12294,10791,9696,11197,6811,6373,18080,17204
3.3528,448.6719971,1141736.799,13727,12517,12900.5,14021,6917.5,7111.5,17549.5,16713.5
7.3152,482.2180176,732665.0265,13155.5,12048,12075,13140.5,6685,6511,17862.5,17002
2.4384,472.4190063,570313.1807,15046,13767.5,14302,15256.5,6892.5,6978,18606.5,17926
4.8768,351.0760193,350398.1846,11266.5,9916.5,9248.5,11526.5,7085.5,7143,17439.5,16600
11.5824,345.9219971,343233.0733,13589,12726.5,12864,17377,7326.5,7191.5,18784,17747.5
3.6576,428.54599,417342.224,10437,9167,8557,11417,7045,6151,17381,16683
8.5344,217.6660004,580048.5496,15238,14245,14648,15091,7040,6968,17909,17096
12.192,247.1880035,281394.785,9764,8976,8317,9260,6596,6559,17743,16802
6.7056,244.7740021,1322204.428,14415,12960,13014,15396,6656,6472.5,14826.5,14567
10.0584,304.8789978,556335.4013,15511,14334,15122,17575,9685,9302,13904,13742
13.1064,502.9049988,2098472.891,14931,13539,13506,14754,7533,7687,16984,16418
3.6576,311.1890259,704904.6343,14061,13081,13629,14848,7444,7095,16614,15643
2.7432,463.3099976,1534118.218,11967,10818,11028,16792.5,10171.5,7929,18030.5,17160.5
12.4968,369.1480103,698067.6828,11564,10771,10987,13668,7164,7303,16911,15927
4.572,359.980011,1499522.754,13387.5,12016.5,12150,12487.5,6767,6766,16228.5,15513
7.32,284.1615295,74003.16397,10336.5,9969.5,9623.5,13054.5,8967.5,7743.5,19974,19004
2.4384,195.8130646,29804.40043,11394.5,10494.5,9177.5,10019.5,6698,6254,19623.5,18144
6.4008,308.7999573,286644.9483,13979,12942,13306,15639,7305,7415,17202,16227
3.6576,247.4340057,548806.6794,10287,9317,8740,9374,6721,6306,17408,16494
13.1064,487.9995422,557720.1743,16238,15041.5,15250.5,16913,7049.5,7203,18603,17676
15.24,248.697998,409764.0085,11595,10465,9531,12627,7265,7438,18554,17102
6.096,294.447998,310361.3901,10500,9444,9030,14227,10909,8326.5,18352.5,17187.5
5.4864,491.0429993,233794.1752,16515,15856,16454,18110,8354,7998,17538,16878
1.8288,266.7120056,309369.3436,10472,9304,9001,11245,7053,6948,18257,17666
12.192,263.9389954,473701.5553,13442,12349,12743,13912,7506,7363,17170,16368
4.8768,320.9509888,97383.21713,14145,13261,13901.5,15270.5,7250,7395.5,17215.5,16595.5
20.7264,300.8800049,182547.9413,19919,18695,18607,22509,12735,12290.5,16071.5,15594.5
11.2776,296.2030029,121822.3976,11389,10045,9442,12893,7084,7170,13327,13264
10.3632,301.1130066,1171573.297,14431,13332,13773,14633,7252,7426,17137,16315
4.8768,303.8199768,687397.8771,14611,13376,13939,14645,7330,7376,16900,16436
15.5448,393.7720032,2037245.821,12967,11879.5,11767,13764,7486.5,7423.5,17146.5,16495
17.6784,338.6340027,875730.5213,14007,13059,13464,12336,7160,7288,18165,17437
12.192,324.6209717,507881.1149,15942,15778,15894,18023,7496,7715,17670,16963
15.8496,338.9402161,661703.5578,18308,17726,18873,19597.5,7414,7458.5,17776,16977.5
8.2296,308.5180054,972015.0742,14901,13652,14256,16129,7703,7728,17729,16976
21.6408,376.4460754,54615.60183,16800,15892.5,16858.5,19576,7840.5,7727,17902.5,17043.5
13.1064,348.0839844,2436028.3,16759,16104,16515,19966,8037,8068,15985,15982
32.004,366.5480042,750114.4168,21207,19541,20105,21276,8615,8795,16370,16076
17.3736,498.70401,2161487.735,13880.5,12616.5,12675,14107.5,7149.5,7176,17986.5,17157
12.8016,189.1549988,222485.6533,10955,9782.5,9337,11773.5,7450,7330.5,18446,16911.5
2.7432,338.9349976,119802.5134,14868,14102,14868.5,16997,8322,7729.5,17476.5,16617
4.8768,394.3980103,399138.8257,16756,15209,15775,18915,7121,7241,17365,16441
25.908,649.4979858,6172917.766,10162,9096,8947,16388,10841,7653,16452,16071
3.66,192.0370026,272559.6892,10141,9259,8366,9344,7137,6214,21372,19943
5.4864,334.9659729,359588.5422,13802,13087,13595,15082,6720,6463,15254,14917
12.4968,490.7599792,4334960.028,16161,15705,15320,15430,7038,7194,17803,17020
6.4008,302.3890076,7111682.777,11266,10501,10399,13980,8989,7417,17461,16910
32.004,173.3329926,4207170.356,17545,16823,17342,16887,9146,8723,17423,16518
1.8288,287.1300049,900090.5566,14508,13383,13677,14640,7487,7724,17007,16158
16.1544,338.6490173,739730.7258,18230.5,17672.5,18498,19583,7318,7477,18192.5,17322
17.6784,444.0979919,256411.1056,12163,10817,10822,14184,9218,8064,15455,15216
6.4008,272.2000122,374515.0997,13087,12127,12189,12531,6688,6687,18208,17608
7.32,388.4663391,110755.735,14003,13234,13584,14643,8297,8209,18957,17602
7.0104,476.7259827,1031581.858,10754.5,9488,9511,14586.5,7868,7008.5,18332.5,17610.5
2.7432,6.141719818,165996.2747,9917,8700,8202,8767,6670,6250,20234,18721
9.7536,180.8960114,128480.7062,10696,9430,9197,10608,7182,6494,20336,19166
6.71,342.7681885,83338.59619,10441.5,9650.5,9139.5,8571,7360.5,6914.5,19147.5,17764
15.24,200.753006,163290.2361,15000.5,14122.5,14109,16144.5,7739,7506.5,18368.5,17075
4.572,497.4349976,872758.4234,16743,16276,16241,17794,7921,7958,16660,15957
2.4384,177.2649994,105424.3123,13530,12531,12725,13920,8267,7734,17745,17004
16.764,384.4530029,187578.4433,13445.5,12177,11764,14631.5,7197,7429,17979.5,17067
5.1816,472.9379883,325358.6437,15923.5,14775.5,14356,17396.5,9948.5,9148,15824.5,15348.5
11.2776,289.5880127,804907.8528,10456,10242,10690,15646,10485,9241,17400,16917
6.7056,372.2440186,380487.4495,15072,13921,14148,14416.5,7562,7575.5,17046,15936.5
3.048,237.3354645,99502.78066,15590,14935.5,15305,17735,9611,8185.5,18810,17895.5
25.2984,424.875,1305387.778,10681.5,9749,9477.5,14196.5,7242.5,6490,17346,16670.5
3.3528,481.9109802,1527630.177,16581,15573,15845,17231,7424,7394,17459,16905
12.8016,390.789032,849641.1354,14458,13267.5,13210.5,16626.5,7903,7981.5,18261.5,17357.5
6.7056,311.1890259,1179392.988,15699,14473,15095,16174,7668,7668,16235,15410
14.6304,484.9190063,365932.7701,15486.5,14437,15114,15909,7526.5,7063,18358.5,17427.5
12.8016,244.473999,25173115.81,13160,11953,11459,12147,6423,6573,15975,14835
15.8496,503.2409668,376765.9577,14280,13505,14009,14972,7212,7225,17896,17180
19.2024,480.690979,2912300.773,11296,10583,10597,15839,9197,7681,17525,16991
3.3528,302.3890076,170092.9024,14125,13277,13818,15251,7774,7509,16496,16006
3.048,204.8589935,124753.4565,17106,16017,16609.5,18503.5,8718.5,8445.5,14705,14246
6.7056,277.9049988,426158.2957,11637,10728,10570,12100,6983,6907,17647,16723
26.8224,256.6049805,545665.8061,15723,15174.5,16172.5,17615.5,8268,7713.5,17927,17074.5
16.764,332.8320007,255890.6423,12604,11949,12297,12552,6655,6375,17438,16613
20.1168,294.1270142,2303727.25,14774,13680,14252,15184,7558,7505,15495,14834
6.4008,484.9179993,461548.6581,9915,9186,8296.5,17112,10055.5,7485,17783,16999
8.2296,236.753006,423276.0093,12074,10985.5,10382,12414.5,6968.5,6843,19941,18490.5
8.5344,336.8079834,406836.1722,14802,14002.5,14733.5,16241.5,7782,7866,17254,16734.5
15.5448,354.4710083,255277.5652,12181,11294.5,11375.5,15971.5,9061,7835.5,17694,16842.5
3.048,303.5820007,388253.8691,12877,11532,11564,13811.5,7439.5,7337,17860.5,16936.5
13.1064,350.8439941,6744168.849,13914.5,13344,12831,16387.5,7050,7283,19091,17860
5.1816,513.3209839,1394248.763,12889,11651,11837,12380,6682,6538.5,17665,16941
15.24,353.5840454,201446.9185,15566.5,14782,15592.5,16778.5,6949.5,7110,17706.5,16953
3.048,394.678009,152660.024,19467,18152,18249,22410,10891,10734,15552,15158
21.6408,498.0509644,3023046.097,15518,14520,15387,15819,7248,7326,17766,16918
23.4696,489.2330017,828235.5249,15178.5,14190,14807.5,15503.5,7444.5,7352.5,18466,17682.5
9.7536,489.2229919,1466650.764,14639.5,13252,13706,14231.5,7126,7188.5,18278,17503.5
6.4008,302.6130066,762957.2792,15560,14074,14618,15483,7618,7833,16539,16098
14.6304,517.9000244,1246557.09,14453.5,13338.5,13656,14791.5,6751,6651,18854.5,17919
9.7536,215.3185577,22712.79174,12362,11463.5,11737.5,12904.5,6719.5,6379.5,20931.5,19347
5.8,268.2624207,96547.8638,10841.5,10067.5,9601,9110.5,6915.5,6878.5,19776,18730.5
16.764,312.6150208,894582.7024,19954,19033.5,20098,23113,11504.5,10806.5,16022.5,15519.5
15.5448,201.4450073,9890357.256,12825.5,12001,12449.5,13073,7372,7487,17913.5,16997
